START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,PURPOSE*
01-09-2017 21:11,01-09-2017 21:17,Business,Cary,Durham,14,
02-09-2017 21:11,02-09-2017 21:17,Business,Durham,Cary,13.3,
03-09-2017 21:11,03-09-2017 21:17,Business,Westpark Place,Whitebridge,1.8,
04-09-2017 21:11,04-09-2017 21:17,Business,Whitebridge,Arlington Park at Amberly,6.2,
05-09-2017 21:11,05-09-2017 21:17,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,
06-09-2017 21:11,06-09-2017 21:17,Business,Lexington Park at Amberly,Westpark Place,1.9,
07-09-2017 21:11,07-09-2017 21:17,Business,Cary,Apex,6.9,
08-09-2017 21:11,08-09-2017 21:17,Business,Apex,Cary,4.6,
09-09-2017 21:11,09-09-2017 21:17,Business,Whitebridge,Edgehill Farms,2.8,
10-09-2017 21:11,10-09-2017 21:17,Business,Cary,Morrisville,9.1,
11-09-2017 21:11,11-09-2017 21:17,Business,Morrisville,Cary,8.1,
12-09-2017 21:11,12-09-2017 21:17,Business,Cary,Morrisville,8.4,Meeting
13-09-2017 21:11,13-09-2017 21:17,Business,Arlington,Washington,4.9,
14-09-2017 21:11,14-09-2017 21:17,Business,Kalorama Triangle,K Street,1,
15-09-2017 21:11,15-09-2017 21:17,Business,K Street,Kalorama Triangle,1,
16-09-2017 21:11,16-09-2017 21:17,Business,West End,Northwest Rectangle,2,
17-09-2017 21:11,17-09-2017 21:17,Business,K Street,Kalorama Triangle,1.1,
18-09-2017 21:11,18-09-2017 21:17,Business,Kalorama Triangle,Downtown,1.5,
19-09-2017 21:11,19-09-2017 21:17,Business,Connecticut Avenue,Kalorama Triangle,1.3,
20-09-2017 21:11,20-09-2017 21:17,Business,Kalorama Triangle,Columbia Heights,1.8,
21-09-2017 21:11,21-09-2017 21:17,Business,Columbia Heights,Kalorama Triangle,1.5,
22-09-2017 21:11,22-09-2017 21:17,Business,Washington,Arlington,6.6,
23-09-2017 21:11,23-09-2017 21:17,Business,Morrisville,Cary,8,
24-09-2017 21:11,24-09-2017 21:17,Business,Whitebridge,Edgehill Farms,2.7,
25-09-2017 21:11,25-09-2017 21:17,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
26-09-2017 21:11,26-09-2017 21:17,Business,Cary,Morrisville,2.5,
27-09-2017 21:11,27-09-2017 21:17,Business,Morrisville,Cary,2.5,Meal/Entertain
28-09-2017 21:11,28-09-2017 21:17,Business,Whitebridge,Farmington Woods,5.2,
29-09-2017 21:11,29-09-2017 21:17,Business,Farmington Woods,Edgehill Farms,4,
30-09-2017 21:11,30-09-2017 21:17,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
01-10-2017 21:11,01-10-2017 21:17,Business,Cary,Morrisville,4.8,
02-10-2017 21:11,02-10-2017 21:17,Business,Morrisville,Cary,3.2,Customer Visit
03-10-2017 21:11,03-10-2017 21:17,Business,Whitebridge,Waverly Place,6.9,
04-10-2017 21:11,04-10-2017 21:17,Business,Cary,Raleigh,14.9,
05-10-2017 21:11,05-10-2017 21:17,Business,Raleigh,Cary,17.4,
06-10-2017 21:11,06-10-2017 21:17,Business,Cary,Durham,12.9,
07-10-2017 21:11,07-10-2017 21:17,Business,Durham,Apex,15.3,
08-10-2017 21:11,08-10-2017 21:17,Business,Apex,Apex,1,
09-10-2017 21:11,09-10-2017 21:17,Business,Apex,Cary,6,
10-10-2017 21:11,10-10-2017 21:17,Business,Whitebridge,Heritage Pines,2.2,
11-10-2017 21:11,11-10-2017 21:17,Business,Heritage Pines,Edgehill Farms,4.4,
12-10-2017 21:11,12-10-2017 21:17,Business,Edgehill Farms,Whitebridge,2.8,
13-10-2017 21:11,13-10-2017 21:17,Business,Cary,Wake Forest,31.7,
14-10-2017 21:11,14-10-2017 21:17,Business,Wake Forest,Cary,31.9,
15-10-2017 21:11,15-10-2017 21:17,Business,Whitebridge,Westpark Place,1.9,
16-10-2017 21:11,16-10-2017 21:17,Business,Westpark Place,Whitebridge,1.8,
17-10-2017 21:11,17-10-2017 21:17,Business,Cary,Morrisville,8.4,Meeting
18-10-2017 21:11,18-10-2017 21:17,Business,R?walpindi,Unknown Location,15.6,
19-10-2017 21:11,19-10-2017 21:17,Business,Unknown Location,Unknown Location,14.1,
20-10-2017 21:11,20-10-2017 21:17,Business,Unknown Location,Unknown Location,15.7,
21-10-2017 21:11,21-10-2017 21:17,Business,Unknown Location,Unknown Location,25.9,Temporary Site
22-10-2017 21:11,22-10-2017 21:17,Business,Unknown Location,Unknown Location,7.9,
23-10-2017 21:11,23-10-2017 21:17,Business,Unknown Location,Unknown Location,2.7,
24-10-2017 21:11,24-10-2017 21:17,Business,Unknown Location,Unknown Location,5.5,
25-10-2017 21:11,25-10-2017 21:17,Business,Unknown Location,Islamabad,5.7,
26-10-2017 21:11,26-10-2017 21:17,Business,Islamabad,Islamabad,1.2,
27-10-2017 21:11,27-10-2017 21:17,Business,Islamabad,Unknown Location,5.7,Temporary Site
28-10-2017 21:11,28-10-2017 21:17,Business,Unknown Location,Unknown Location,16.2,
29-10-2017 21:11,29-10-2017 21:17,Business,Unknown Location,Unknown Location,2.6,
30-10-2017 21:11,30-10-2017 21:17,Business,Unknown Location,Unknown Location,12.1,
31-10-2017 21:11,31-10-2017 21:17,Business,Unknown Location,R?walpindi,1.4,
01-11-2017 21:11,01-11-2017 21:17,Business,R?walpindi,Islamabad,6.4,
02-11-2017 21:11,02-11-2017 21:17,Business,Islamabad,Unknown Location,7.3,
03-11-2017 21:11,03-11-2017 21:17,Business,Unknown Location,Unknown Location,5.3,
04-11-2017 21:11,04-11-2017 21:17,Business,Unknown Location,Unknown Location,5.5,
05-11-2017 21:11,05-11-2017 21:17,Business,Unknown Location,Unknown Location,7.7,Temporary Site
06-11-2017 21:11,06-11-2017 21:17,Business,Unknown Location,Unknown Location,7.6,Temporary Site
07-11-2017 21:11,07-11-2017 21:17,Business,Unknown Location,Noorpur Shahan,7.6,
08-11-2017 21:11,08-11-2017 21:17,Business,Noorpur Shahan,Islamabad,3.3,
09-11-2017 21:11,09-11-2017 21:17,Business,Islamabad,R?walpindi,6.5,
10-11-2017 21:11,10-11-2017 21:17,Business,R?walpindi,Unknown Location,2,
11-11-2017 21:11,11-11-2017 21:17,Business,Unknown Location,Islamabad,5.7,
12-11-2017 21:11,12-11-2017 21:17,Business,Islamabad,Islamabad,3.2,
13-11-2017 21:11,13-11-2017 21:17,Business,Islamabad,Unknown Location,12.5,
14-11-2017 21:11,14-11-2017 21:17,Business,Unknown Location,Unknown Location,7.6,Airport/Travel
15-11-2017 21:11,15-11-2017 21:17,Business,Unknown Location,Unknown Location,7.7,
16-11-2017 21:11,16-11-2017 21:17,Business,Unknown Location,Islamabad,12.2,
17-11-2017 21:11,17-11-2017 21:17,Business,Islamabad,Islamabad,1.4,
18-11-2017 21:11,18-11-2017 21:17,Business,Islamabad,Unknown Location,20.2,
19-11-2017 21:11,19-11-2017 21:17,Business,Unknown Location,Islamabad,9.8,
20-11-2017 21:11,20-11-2017 21:17,Business,Islamabad,Unknown Location,6.3,
21-11-2017 21:11,21-11-2017 21:17,Business,Unknown Location,Islamabad,4.9,
22-11-2017 21:11,22-11-2017 21:17,Business,Islamabad,Islamabad,1.5,
23-11-2017 21:11,23-11-2017 21:17,Business,Islamabad,Unknown Location,10.9,
24-11-2017 21:11,24-11-2017 21:17,Business,Unknown Location,Unknown Location,19,
25-11-2017 21:11,25-11-2017 21:17,Business,Unknown Location,Unknown Location,19,
26-11-2017 21:11,26-11-2017 21:17,Business,Unknown Location,R?walpindi,7.9,
27-11-2017 21:11,27-11-2017 21:17,Business,R?walpindi,R?walpindi,4.1,
28-11-2017 21:11,28-11-2017 21:17,Business,R?walpindi,Unknown Location,18.7,
29-11-2017 21:11,29-11-2017 21:17,Business,Unknown Location,Noorpur Shahan,8.7,
30-11-2017 21:11,30-11-2017 21:17,Business,Noorpur Shahan,Unknown Location,7.5,
01-12-2017 21:11,01-12-2017 21:17,Business,Unknown Location,Noorpur Shahan,7.7,
02-12-2017 21:11,02-12-2017 21:17,Business,Noorpur Shahan,Islamabad,4.4,
03-12-2017 21:11,03-12-2017 21:17,Business,Islamabad,Unknown Location,5,
04-12-2017 21:11,04-12-2017 21:17,Business,Unknown Location,Unknown Location,1.9,
05-12-2017 21:11,05-12-2017 21:17,Business,Unknown Location,Unknown Location,7.9,
06-12-2017 21:11,06-12-2017 21:17,Business,Unknown Location,Unknown Location,17.7,
07-12-2017 21:11,07-12-2017 21:17,Business,Unknown Location,Unknown Location,25.2,
08-12-2017 21:11,08-12-2017 21:17,Business,Unknown Location,Unknown Location,96.2,
09-12-2017 21:11,09-12-2017 21:17,Business,Unknown Location,Unknown Location,35,
10-12-2017 21:11,10-12-2017 21:17,Business,Unknown Location,Unknown Location,5.5,
11-12-2017 21:11,11-12-2017 21:17,Business,Unknown Location,Unknown Location,50.4,
12-12-2017 21:11,12-12-2017 21:17,Business,Unknown Location,Lahore,9.2,
13-12-2017 21:11,13-12-2017 21:17,Business,Lahore,Unknown Location,7.3,
14-12-2017 21:11,14-12-2017 21:17,Business,Unknown Location,Unknown Location,5,
15-12-2017 21:11,15-12-2017 21:17,Business,Unknown Location,Unknown Location,3.8,
16-12-2017 21:11,16-12-2017 21:17,Business,Unknown Location,Lahore,3.9,
17-12-2017 21:11,17-12-2017 21:17,Business,Lahore,Lahore,7.4,
18-12-2017 21:11,18-12-2017 21:17,Business,Lahore,Lahore,1.5,
19-12-2017 21:11,19-12-2017 21:17,Business,Lahore,Unknown Location,7.9,
20-12-2017 21:11,20-12-2017 21:17,Business,Unknown Location,Lahore,2.9,
21-12-2017 21:11,21-12-2017 21:17,Business,Lahore,Lahore,3.4,
22-12-2017 21:11,22-12-2017 21:17,Business,Lahore,Lahore,3.8,
23-12-2017 21:11,23-12-2017 21:17,Business,Lahore,Unknown Location,5.9,
24-12-2017 21:11,24-12-2017 21:17,Business,Unknown Location,Lahore,9.6,
25-12-2017 21:11,25-12-2017 21:17,Business,Lahore,Lahore,7,
26-12-2017 21:11,26-12-2017 21:17,Business,Lahore,Lahore,0.9,
27-12-2017 21:11,27-12-2017 21:17,Business,Lahore,Unknown Location,86.6,
28-12-2017 21:11,28-12-2017 21:17,Business,Unknown Location,Unknown Location,156.9,
29-12-2017 21:11,29-12-2017 21:17,Business,Unknown Location,Noorpur Shahan,10.1,
30-12-2017 21:11,30-12-2017 21:17,Business,Noorpur Shahan,Islamabad,6.2,
31-12-2017 21:11,31-12-2017 21:17,Business,Islamabad,Islamabad,5.3,
01-01-2018 21:11,01-01-2018 21:17,Business,Islamabad,Unknown Location,12.1,
02-01-2018 21:11,02-01-2018 21:17,Business,Unknown Location,Islamabad,10.8,
03-01-2018 21:11,03-01-2018 21:17,Business,Islamabad,Islamabad,4.3,
04-01-2018 21:11,04-01-2018 21:17,Business,Islamabad,Islamabad,2.5,
05-01-2018 21:11,05-01-2018 21:17,Business,Islamabad,Unknown Location,5.7,Temporary Site
06-01-2018 21:11,06-01-2018 21:17,Business,Unknown Location,Islamabad,2.8,
07-01-2018 21:11,07-01-2018 21:17,Business,Islamabad,Unknown Location,4,
08-01-2018 21:11,08-01-2018 21:17,Business,Unknown Location,Islamabad,5.5,
09-01-2018 21:11,09-01-2018 21:17,Business,Islamabad,Islamabad,2.6,
10-01-2018 21:11,10-01-2018 21:17,Business,Unknown Location,Unknown Location,2.1,
11-01-2018 21:11,11-01-2018 21:17,Business,Unknown Location,Islamabad,8.8,
12-01-2018 21:11,12-01-2018 21:17,Business,Islamabad,Islamabad,4.4,
13-01-2018 21:11,13-01-2018 21:17,Business,Islamabad,Unknown Location,5.3,
14-01-2018 21:11,14-01-2018 21:17,Business,Unknown Location,Unknown Location,13,
15-01-2018 21:11,15-01-2018 21:17,Business,Unknown Location,Islamabad,13,
16-01-2018 21:11,16-01-2018 21:17,Business,Islamabad,Unknown Location,10.6,
17-01-2018 21:11,17-01-2018 21:17,Business,Unknown Location,Unknown Location,2.2,
18-01-2018 21:11,18-01-2018 21:17,Business,Unknown Location,Islamabad,9.2,
19-01-2018 21:11,19-01-2018 21:17,Business,Unknown Location,Unknown Location,12.9,
20-01-2018 21:11,20-01-2018 21:17,Business,Unknown Location,R?walpindi,17.2,
21-01-2018 21:11,21-01-2018 21:17,Business,Unknown Location,Unknown Location,69.1,
22-01-2018 21:11,22-01-2018 21:17,Business,Unknown Location,Unknown Location,2.8,
23-01-2018 21:11,23-01-2018 21:17,Business,Unknown Location,Unknown Location,8.6,
24-01-2018 21:11,24-01-2018 21:17,Business,Unknown Location,Unknown Location,9.8,
25-01-2018 21:11,25-01-2018 21:17,Business,Unknown Location,Unknown Location,3.6,
26-01-2018 21:11,26-01-2018 21:17,Business,Unknown Location,Unknown Location,1.7,
27-01-2018 21:11,27-01-2018 21:17,Business,Unknown Location,Unknown Location,11.5,
28-01-2018 21:11,28-01-2018 21:17,Business,Unknown Location,Unknown Location,0.7,
29-01-2018 21:11,29-01-2018 21:17,Business,Unknown Location,Unknown Location,0.7,
30-01-2018 21:11,30-01-2018 21:17,Business,Unknown Location,Unknown Location,0.9,
31-01-2018 21:11,31-01-2018 21:17,Business,Unknown Location,Unknown Location,1.6,
01-02-2018 21:11,01-02-2018 21:17,Business,Unknown Location,Unknown Location,9.4,
02-02-2018 21:11,02-02-2018 21:17,Business,R?walpindi,Unknown Location,18.2,
03-02-2018 21:11,03-02-2018 21:17,Business,Unknown Location,Islamabad,10.5,
04-02-2018 21:11,04-02-2018 21:17,Business,Islamabad,Unknown Location,5.7,
05-02-2018 21:11,05-02-2018 21:17,Business,Unknown Location,Unknown Location,18,
06-02-2018 21:11,06-02-2018 21:17,Business,Unknown Location,Islamabad,18.3,
07-02-2018 21:11,07-02-2018 21:17,Business,Islamabad,Unknown Location,16.5,
08-02-2018 21:11,08-02-2018 21:17,Business,Unknown Location,R?walpindi,9.6,
09-02-2018 21:11,09-02-2018 21:17,Business,Karachi,Karachi,2.9,
10-02-2018 21:11,10-02-2018 21:17,Business,Karachi,Unknown Location,8.2,
11-02-2018 21:11,11-02-2018 21:17,Business,Unknown Location,Unknown Location,2.4,
12-02-2018 21:11,12-02-2018 21:17,Business,Unknown Location,Unknown Location,5.8,
13-02-2018 21:11,13-02-2018 21:17,Business,Lahore,Lahore,9.8,
14-02-2018 21:11,14-02-2018 21:17,Business,Lahore,Unknown Location,7.3,
15-02-2018 21:11,15-02-2018 21:17,Business,Unknown Location,Unknown Location,195.6,
16-02-2018 21:11,16-02-2018 21:17,Business,Islamabad,Unknown Location,20.5,
17-02-2018 21:11,17-02-2018 21:17,Business,Unknown Location,Islamabad,12.6,
18-02-2018 21:11,18-02-2018 21:17,Business,Islamabad,Islamabad,37.7,
19-02-2018 21:11,19-02-2018 21:17,Business,Islamabad,Unknown Location,16.7,
20-02-2018 21:11,20-02-2018 21:17,Business,Unknown Location,Islamabad,10.5,
21-02-2018 21:11,21-02-2018 21:17,Business,Islamabad,Islamabad,2.8,
22-02-2018 21:11,22-02-2018 21:17,Business,Islamabad,Islamabad,1.6,
23-02-2018 21:11,23-02-2018 21:17,Business,Islamabad,Unknown Location,12.7,
24-02-2018 21:11,24-02-2018 21:17,Business,Unknown Location,Unknown Location,28.6,
25-02-2018 21:11,25-02-2018 21:17,Business,Unknown Location,Unknown Location,15.1,
26-02-2018 21:11,26-02-2018 21:17,Business,Unknown Location,R?walpindi,17.9,
27-02-2018 21:11,27-02-2018 21:17,Business,R?walpindi,Unknown Location,112.6,
28-02-2018 21:11,28-02-2018 21:17,Business,Unknown Location,Unknown Location,18.4,
01-03-2018 21:11,01-03-2018 21:17,Business,Unknown Location,Unknown Location,13.8,
02-03-2018 21:11,02-03-2018 21:17,Business,Unknown Location,Lahore,33.2,
03-03-2018 21:11,03-03-2018 21:17,Business,Lahore,Lahore,2.6,
04-03-2018 21:11,04-03-2018 21:17,Business,Lahore,Unknown Location,5.8,
05-03-2018 21:11,05-03-2018 21:17,Business,Unknown Location,Lahore,8.3,
06-03-2018 21:11,06-03-2018 21:17,Business,Lahore,Lahore,2.4,
07-03-2018 21:11,07-03-2018 21:17,Business,Lahore,Lahore,3.1,
08-03-2018 21:11,08-03-2018 21:17,Business,Lahore,Lahore,6.1,
09-03-2018 21:11,09-03-2018 21:17,Business,Karachi,Karachi,3.6,
10-03-2018 21:11,10-03-2018 21:17,Business,Karachi,Unknown Location,8,
11-03-2018 21:11,11-03-2018 21:17,Business,Unknown Location,Unknown Location,7.7,Temporary Site
12-03-2018 21:11,12-03-2018 21:17,Business,Islamabad,Islamabad,1.7,
13-03-2018 21:11,13-03-2018 21:17,Business,Islamabad,Unknown Location,9.5,
14-03-2018 21:11,14-03-2018 21:17,Business,Unknown Location,R?walpindi,17.1,Meeting
15-03-2018 21:11,15-03-2018 21:17,Business,R?walpindi,Unknown Location,18.4,
16-03-2018 21:11,16-03-2018 21:17,Business,Unknown Location,Islamabad,9.8,
17-03-2018 21:11,17-03-2018 21:17,Business,Islamabad,Islamabad,1,
18-03-2018 21:11,18-03-2018 21:17,Business,Islamabad,Islamabad,0.7,
19-03-2018 21:11,19-03-2018 21:17,Business,Islamabad,Islamabad,2.3,
20-03-2018 21:11,20-03-2018 21:17,Business,Islamabad,Unknown Location,10.9,
21-03-2018 21:11,21-03-2018 21:17,Business,Unknown Location,R?walpindi,12.7,
22-03-2018 21:11,22-03-2018 21:17,Business,R?walpindi,Unknown Location,12.4,
23-03-2018 21:11,23-03-2018 21:17,Business,Unknown Location,Unknown Location,3.8,
24-03-2018 21:11,24-03-2018 21:17,Business,Unknown Location,R?walpindi,17,Meeting
25-03-2018 21:11,25-03-2018 21:17,Business,Morrisville,Morrisville,6.2,
26-03-2018 21:11,26-03-2018 21:17,Business,Morrisville,Cary,3.1,
27-03-2018 21:11,27-03-2018 21:17,Business,Cary,Durham,10.5,Meeting
28-03-2018 21:11,28-03-2018 21:17,Business,Durham,Morrisville,8.1,
29-03-2018 21:11,29-03-2018 21:17,Business,Morrisville,Cary,3.1,
30-03-2018 21:11,30-03-2018 21:17,Business,Whitebridge,Parkway,2.1,Meeting
31-03-2018 21:11,31-03-2018 21:17,Business,Cary,Morrisville,4.3,
01-04-2018 21:11,01-04-2018 21:17,Business,Morrisville,Cary,2.5,Meal/Entertain
02-04-2018 21:11,02-04-2018 21:17,Business,Cary,Raleigh,20.6,
03-04-2018 21:11,03-04-2018 21:17,Business,Raleigh,Cary,17.6,
04-04-2018 21:11,04-04-2018 21:17,Business,Cary,Apex,5.6,
05-04-2018 21:11,05-04-2018 21:17,Business,Apex,Apex,3.3,
06-04-2018 21:11,06-04-2018 21:17,Business,Apex,Cary,5.3,
07-04-2018 21:11,07-04-2018 21:17,Business,Whitebridge,Edgehill Farms,3.3,
08-04-2018 21:11,08-04-2018 21:17,Business,Edgehill Farms,Whitebridge,3.3,
09-04-2018 21:11,09-04-2018 21:17,Business,Cary,Morrisville,7.9,Temporary Site
10-04-2018 21:11,10-04-2018 21:17,Business,Oakland,Emeryville,13,
11-04-2018 21:11,11-04-2018 21:17,Business,Emeryville,Berkeley,3,
12-04-2018 21:11,12-04-2018 21:17,Business,Berkeley,Emeryville,3,
13-04-2018 21:11,13-04-2018 21:17,Business,Emeryville,Oakland,3.8,
14-04-2018 21:11,14-04-2018 21:17,Business,Oakland,San Francisco,9.5,
15-04-2018 21:11,15-04-2018 21:17,Business,SOMISSPO,French Quarter,1.7,
16-04-2018 21:11,16-04-2018 21:17,Business,San Francisco,Berkeley,10.8,
17-04-2018 21:11,17-04-2018 21:17,Business,West Berkeley,North Berkeley Hills,4.1,
18-04-2018 21:11,18-04-2018 21:17,Business,North Berkeley Hills,Southside,2.2,
19-04-2018 21:11,19-04-2018 21:17,Business,Berkeley,Emeryville,4.6,
20-04-2018 21:11,20-04-2018 21:17,Business,Emeryville,Berkeley,3.1,
21-04-2018 21:11,21-04-2018 21:17,Business,Berkeley,San Jose,47.7,
22-04-2018 21:11,22-04-2018 21:17,Business,San Jose,Emeryville,44.6,
23-04-2018 21:11,23-04-2018 21:17,Business,Emeryville,Oakland,13.2,
24-04-2018 21:11,24-04-2018 21:17,Business,Morrisville,Cary,8.7,
25-04-2018 21:11,25-04-2018 21:17,Business,Cary,Raleigh,17.2,
26-04-2018 21:11,26-04-2018 21:17,Business,Raleigh,Cary,14,
27-04-2018 21:11,27-04-2018 21:17,Business,Cary,Raleigh,28.1,
28-04-2018 21:11,28-04-2018 21:17,Business,Raleigh,Cary,28.2,
29-04-2018 21:11,29-04-2018 21:17,Business,Cary,Morrisville,3.1,Meal/Entertain
30-04-2018 21:11,30-04-2018 21:17,Business,Morrisville,Cary,3.1,Customer Visit
01-05-2018 21:11,01-05-2018 21:17,Business,Cary,Durham,16.4,
02-05-2018 21:11,02-05-2018 21:17,Business,Durham,Morrisville,15.4,
03-05-2018 21:11,03-05-2018 21:17,Business,Morrisville,Cary,2.2,
04-05-2018 21:11,04-05-2018 21:17,Business,Cary,Apex,11.2,
05-05-2018 21:11,05-05-2018 21:17,Business,Apex,Eagle Rock,2.2,
06-05-2018 21:11,06-05-2018 21:17,Business,Eagle Rock,Cary,3.6,
07-05-2018 21:11,07-05-2018 21:17,Business,Whitebridge,Savon Height,3.6,Meal/Entertain
08-05-2018 21:11,08-05-2018 21:17,Business,Savon Height,Parkway,4.9,
09-05-2018 21:11,09-05-2018 21:17,Business,Parkway,Whitebridge,8.7,Errand/Supplies
10-05-2018 21:11,10-05-2018 21:17,Business,Whitebridge,Parkway,2.1,Meeting
11-05-2018 21:11,11-05-2018 21:17,Business,Parkway,Whitebridge,2.1,
12-05-2018 21:11,12-05-2018 21:17,Business,Cary,Morrisville,8.4,Meeting
13-05-2018 21:11,13-05-2018 21:17,Business,Morrisville,Morrisville,5.9,
14-05-2018 21:11,14-05-2018 21:17,Business,Huntington Woods,Huntington Woods,12.1,
15-05-2018 21:11,15-05-2018 21:17,Business,Huntington Woods,Weston,3.9,
16-05-2018 21:11,16-05-2018 21:17,Business,Morrisville,Cary,6.2,
17-05-2018 21:11,17-05-2018 21:17,Business,Cary,Durham,10.4,Meeting
18-05-2018 21:11,18-05-2018 21:17,Business,Durham,Cary,9.9,Meeting
19-05-2018 21:11,19-05-2018 21:17,Business,Cary,Winston Salem,107,Meeting
20-05-2018 21:11,20-05-2018 21:17,Business,Winston Salem,Asheville,133.6,Meeting
21-05-2018 21:11,21-05-2018 21:17,Business,Asheville,Topton,91.8,Meeting
22-05-2018 21:11,22-05-2018 21:17,Business,Topton,Hayesville,40.7,Meeting
23-05-2018 21:11,23-05-2018 21:17,Business,Hayesville,Topton,75.7,
24-05-2018 21:11,24-05-2018 21:17,Business,Topton,Bryson City,29.8,
25-05-2018 21:11,25-05-2018 21:17,Business,Bryson City,Bryson City,16.3,
26-05-2018 21:11,26-05-2018 21:17,Business,Bryson City,Bryson City,6.5,
27-05-2018 21:11,27-05-2018 21:17,Business,Bryson City,Bryson City,6.3,
28-05-2018 21:11,28-05-2018 21:17,Business,Bryson City,Almond,6.6,
29-05-2018 21:11,29-05-2018 21:17,Business,Almond,Bryson City,15.2,
30-05-2018 21:11,30-05-2018 21:17,Business,Bryson City,Asheville,68.4,
31-05-2018 21:11,31-05-2018 21:17,Business,Asheville,Mebane,195.9,
01-06-2018 21:11,01-06-2018 21:17,Business,Mebane,Cary,45.2,
02-06-2018 21:11,02-06-2018 21:17,Business,Cary,Morrisville,3.2,
03-06-2018 21:11,03-06-2018 21:17,Business,Morrisville,Raleigh,10.3,
04-06-2018 21:11,04-06-2018 21:17,Business,Raleigh,Cary,13.1,
05-06-2018 21:11,05-06-2018 21:17,Business,Savon Height,Whitebridge,9.6,Errand/Supplies
06-06-2018 21:11,06-06-2018 21:17,Business,Cary,Durham,16.5,
07-06-2018 21:11,07-06-2018 21:17,Business,Durham,Cary,12.8,
08-06-2018 21:11,08-06-2018 21:17,Business,Whitebridge,Whitebridge,1.2,
09-06-2018 21:11,09-06-2018 21:17,Business,Whitebridge,Whitebridge,1,
10-06-2018 21:11,10-06-2018 21:17,Business,Whitebridge,Whitebridge,4.1,
11-06-2018 21:11,11-06-2018 21:17,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain
12-06-2018 21:11,12-06-2018 21:17,Business,Whitebridge,Westpark Place,1.4,
13-06-2018 21:11,13-06-2018 21:17,Business,Westpark Place,Whitebridge,1.8,
14-06-2018 21:11,14-06-2018 21:17,Business,Cary,Morrisville,8.5,Meeting
15-06-2018 21:11,15-06-2018 21:17,Business,Morrisville,Morrisville,5,
16-06-2018 21:11,16-06-2018 21:17,Business,Morrisville,Cary,3.8,
17-06-2018 21:11,17-06-2018 21:17,Business,Whitebridge,Hazelwood,2.5,
18-06-2018 21:11,18-06-2018 21:17,Business,Hazelwood,Whitebridge,2.4,
19-06-2018 21:11,19-06-2018 21:17,Business,Whitebridge,Westpark Place,1.4,
20-06-2018 21:11,20-06-2018 21:17,Business,Westpark Place,Whitebridge,1.8,
21-06-2018 21:11,21-06-2018 21:17,Business,Cary,Morrisville,3.1,Meal/Entertain
22-06-2018 21:11,22-06-2018 21:17,Business,Morrisville,Cary,3.1,Customer Visit
23-06-2018 21:11,23-06-2018 21:17,Business,Cary,Morrisville,7.9,Temporary Site
24-06-2018 21:11,24-06-2018 21:17,Business,San Jose,Santa Clara,3.8,
25-06-2018 21:11,25-06-2018 21:17,Business,Agnew,Cory,4.3,
26-06-2018 21:11,26-06-2018 21:17,Business,Cory,Agnew,3.9,
27-06-2018 21:11,27-06-2018 21:17,Business,Agnew,Renaissance,2.2,
28-06-2018 21:11,28-06-2018 21:17,Business,Renaissance,Agnew,2.8,
29-06-2018 21:11,29-06-2018 21:17,Business,Agnew,Agnew,2.2,
30-06-2018 21:11,30-06-2018 21:17,Business,Agnew,Renaissance,2.4,
01-07-2018 21:11,01-07-2018 21:17,Business,Renaissance,Agnew,2.8,Meeting
02-07-2018 21:11,02-07-2018 21:17,Business,Santa Clara,Berkeley,43.9,Customer Visit
03-07-2018 21:11,03-07-2018 21:17,Business,Downtown,West Berkeley,1.8,
04-07-2018 21:11,04-07-2018 21:17,Business,West Berkeley,Central,3.3,
05-07-2018 21:11,05-07-2018 21:17,Business,Berkeley,San Francisco,11.8,Between Offices
06-07-2018 21:11,06-07-2018 21:17,Business,San Francisco,Berkeley,13.2,Between Offices
07-07-2018 21:11,07-07-2018 21:17,Business,Berkeley,San Francisco,12.2,Between Offices
08-07-2018 21:11,08-07-2018 21:17,Business,San Francisco,Berkeley,11.3,Meeting
09-07-2018 21:11,09-07-2018 21:17,Business,Berkeley,Emeryville,3.6,
10-07-2018 21:11,10-07-2018 21:17,Business,Emeryville,Berkeley,3,
11-07-2018 21:11,11-07-2018 21:17,Business,Berkeley,San Francisco,11.4,
12-07-2018 21:11,12-07-2018 21:17,Business,NOMA,Downtown,0.9,
13-07-2018 21:11,13-07-2018 21:17,Business,Downtown,Sunnyside,6.2,
14-07-2018 21:11,14-07-2018 21:17,Business,Sunnyside,Ingleside,0.7,
15-07-2018 21:11,15-07-2018 21:17,Business,Ingleside,Potrero Flats,5.5,Meeting
16-07-2018 21:11,16-07-2018 21:17,Business,San Francisco,Oakland,12.7,Customer Visit
17-07-2018 21:11,17-07-2018 21:17,Business,Oakland,Berkeley,2.6,
18-07-2018 21:11,18-07-2018 21:17,Business,Central,Central,1.1,
19-07-2018 21:11,19-07-2018 21:17,Business,Berkeley,San Francisco,12.6,Temporary Site
20-07-2018 21:11,20-07-2018 21:17,Business,Tenderloin,SOMISSPO,1.2,
21-07-2018 21:11,21-07-2018 21:17,Business,SOMISSPO,Tenderloin,1.1,
